10       208.
11       208.
12       260.
13       364.
14       416.
15       520.
16       781.
17      1145.
18      1769.
19      2342.
20      2966.
21      3642.
22      4267.
23      4943.
24      5724.
25      6348.
26      6869.
27      7441.
28      7961.
29      8690.
30      9366.
31      9678.
32     10147.
33     10719.
34     11031.
35     11187.
36     11291.
37     11344.
38     11344.
39     11291.
40     11187.
41     11031.
42     10875.
43     10667
44     10355.
45     10043.
46      9782.
47      9522.
48      9262.
49      8950.
50      8690.
51      8430.
52      8221.
53      7909.
54      7701.
55      7441.
56      7233.
57      7077.
58     11448.
59      8846.
60     20814.
61      6348.
62      6244.
63      6088.
        64      5932.
65      5724.
66      5516.
67      5360.
68      8950.
69      5360.
70      5984.
71      3955.
72      3799.
73      3694.
74      3590.
75      3434.
76      3278.
77      3122.
78      2966.
79      2810.
80      2654.
81      2550.
82      2394.
83      2290.
84      2185.
85      2029.
86      1873.
87      1717.
88      1561.
89      1457.
90      1301.
91      1145.
92      1041.
93       937.
94       781.
95       624.
96       520.
97       416.
98       260.
99       104.
100        0.
