0          0.
1          0.
2          0.
3          0.
4          0.
5          0.
6          0.
7          207.
8          207.
9          207.
10         258.
11         362.
12         413.
13         516.
14         723.
15         1394.
16         2324.
17         3719.
18         5268.
19         6714.
20         8264.
21         9555.
22         11053.
23         12395.
24         13945.
25         15391.
26         16527.
27         17663.
28         18387.
29         19110.
30         19368.
31         19523.
32         19523.
33         19471.
34         19213.
35         18903.
36         18438.
37         17870.
38         17250.
39         16527.
40         15598.
41         14823.
42         13824.
43         13118.
44         12189.
45         11621.
46         10433.
47         9348.
48         8573.
49         7386.
50         6766.
51         5836.
52         5268.
53         4132.
54         3512.
55         2686.
56         1911.
57         1291.
58         671.
59         310.
60         0.
