0        0.
1        0.
2        0.
3        0.
4        0.
5        0.
6        0.
7        0.
8        301.
9        402.
10       351.
11       351.
12       402.
13       402.
14       552.
15       753.
16       1205.
17       1807.
18       2510.
19       3262.
20       4266.
21       5421.
22       6224.
23       7127.
24       8031.
25       8834.
26       9687.
27       10440.
28       11042.
29       11795.
30       12447.
31       13050.
32       13501.
33       13652.
34       13953.
35       14053.
36       14154.
37       14154.
38       14053.
39       14003.
40       13903.
41       13652.
42       13250.
43       12748.
44       12297.
45       12046.
46       11544.
47       11142.
48       10640.
49       10189.
50       9737.
51       9285.
52       8884.
53       8532.
54       8131.
55       7729.
56       7278.
57       6926.
58       8031.
59       6525.
60       10038.
61       5521.
62       5220.
63       4919.
64       4618.
65       4367.
66       4065.
67       3764.
68       5019.
69       3363.
70       3564.
71       2510.
72       2158.
73       1757.
74       1405.
75       1104.
76       853.
77       502.
78       351.
79       151.
80       0.
