0          0.
1          0.
2          0.
3          0.
4          0.
5          0.
6          0.
7          0.
8          104.
9          155.
10         207.
11         207.
12         259.
13         311.
14         363.
15         518.
16         622.
17         881.
18         1296.
19         1659.
20         2177.
21         2747.
22         3317.
23         3835.
24         4457.
25         5079.
26         5494.
27         6012.
28         6479.
29         6945.
30         7463.
31         7930.
32         8396.
33         8811.
34         9122.
35         9433.
36         9692.
37         9796.
38         9848.
39         9848.
40         9796.
41         9744.
42         9640.
43         9537.
44         9381.
45         9226.
46         9018.
47         8811.
48         8604.
49         8396.
50         8189.
51         8034.
52         7878.
53         7671.
54         7463.
55         7308.
56         7101.
57         6945.
58         13476.
59         9329.
60         25915.
61         6427.
62         6220.
63         6064.
64         5909.
65         5753.
66         5598.
67         5494.
68         11403.
69         5701.
70         7256.
71         4146.
72         3991.
73         4835.
74         3732.
75         3628.
76         3524.
77         3421.
78         3317.
79         3213.
80         3110.
81         3006.
82         2902.
83         2799.
84         2695.
85         2591.
86         2488.
87         2436.
88         2332.
89         2229.
90         2125.
91         2073.
92         1970.
93         1918.
94         1814.
95         1762.
96         1659.
97         1555.
98         1451.
99         1399.
100        1296.
101        1192.
102        1140.
103        1037.
104        933.
105        829.
106        777.
107        726.
108        674.
109        622.
110        570.
111        466.
112        415.
113        363.
114        311.
115        259.
116        207.
117        155.
118        104.
119        52.
120        0.
