200	0	0.380857
200	1	0.486184
200	2	0.524665
200	3	0.535869
200	4	0.539354
200	5	0.538587
200	6	0.532087
200	7	0.53266
200	8	0.53003
200	9	0.529014
200	10	0.527361
200	11	0.524223
200	12	0.524993
200	13	0.524548
200	14	0.52218
200	15	0.525132
200	16	0.52521
200	17	0.525617
200	18	0.520958
200	19	0.521771
200	20	0.521997
200	21	0.522625
200	22	0.519636
200	23	0.518211
200	24	0.518215
200	25	0.517045
200	26	0.518827
200	27	0.517834
200	28	0.517472
200	29	0.514542
200	30	0.515994
200	31	0.516066
200	32	0.516978
200	33	0.513996
200	34	0.513357
200	35	0.513112
200	36	0.512712
200	37	0.512484
200	38	0.511994
200	39	0.511152
200	40	0.509488
200	41	0.510701
200	42	0.509396
200	43	0.508904
200	44	0.508556
200	45	0.506229
200	46	0.507038
200	47	0.506572
200	48	0.50575
200	49	0.505224
195	0	0.381744
195	1	0.486066
195	2	0.522673
195	3	0.5359
195	4	0.536991
195	5	0.537073
195	6	0.533831
195	7	0.53377
195	8	0.533329
195	9	0.527457
195	10	0.527828
195	11	0.528115
195	12	0.526269
195	13	0.52309
195	14	0.523152
195	15	0.522888
195	16	0.523088
195	17	0.523588
195	18	0.521123
195	19	0.523462
195	20	0.520924
195	21	0.520792
195	22	0.520292
195	23	0.51951
195	24	0.518128
195	25	0.517362
195	26	0.517559
195	27	0.517792
195	28	0.517224
195	29	0.515081
195	30	0.513816
195	31	0.51596
195	32	0.514909
195	33	0.513523
195	34	0.513476
195	35	0.513717
195	36	0.511435
195	37	0.511393
195	38	0.511173
195	39	0.509778
195	40	0.508143
195	41	0.509209
195	42	0.50897
195	43	0.508546
195	44	0.508168
195	45	0.506352
195	46	0.505637
195	47	0.506958
195	48	0.506575
195	49	0.505041
190	0	0.378667
190	1	0.483252
190	2	0.523201
190	3	0.53272
190	4	0.538327
190	5	0.535455
190	6	0.532785
190	7	0.534404
190	8	0.530199
190	9	0.52819
190	10	0.526269
190	11	0.527691
190	12	0.52197
190	13	0.523844
190	14	0.525962
190	15	0.525125
190	16	0.523029
190	17	0.521885
190	18	0.519394
190	19	0.519718
190	20	0.517778
190	21	0.518739
190	22	0.518507
190	23	0.51777
190	24	0.516915
190	25	0.518057
190	26	0.515882
190	27	0.517503
190	28	0.515328
190	29	0.516349
190	30	0.516555
190	31	0.515048
190	32	0.514547
190	33	0.514016
190	34	0.512845
190	35	0.512576
190	36	0.511226
190	37	0.510012
190	38	0.511195
190	39	0.510147
190	40	0.509756
190	41	0.509756
190	42	0.5079
190	43	0.507686
190	44	0.507376
190	45	0.506748
190	46	0.504858
190	47	0.503791
190	48	0.505428
190	49	0.504879
185	0	0.381776
185	1	0.482499
185	2	0.519799
185	3	0.533848
185	4	0.535724
185	5	0.53733
185	6	0.533251
185	7	0.532576
185	8	0.529724
185	9	0.5273
185	10	0.528524
185	11	0.525983
185	12	0.52492
185	13	0.524865
185	14	0.524419
185	15	0.52346
185	16	0.521173
185	17	0.520374
185	18	0.519882
185	19	0.518788
185	20	0.517102
185	21	0.51897
185	22	0.518461
185	23	0.517542
185	24	0.517476
185	25	0.517394
185	26	0.515881
185	27	0.517266
185	28	0.515558
185	29	0.514548
185	30	0.515202
185	31	0.513479
185	32	0.514743
185	33	0.512015
185	34	0.511416
185	35	0.511474
185	36	0.511107
