2.01		0
2.03		0
2.05		0
2.07		0
2.09		0
2.11		0
2.13		0
2.15		0
2.17		0
2.19		0
2.21		0
2.23		0
2.25		0
2.27		0
2.29		0
2.31		0
2.33		0
2.35		0
2.37		0
2.39		0
2.41		0
2.43		0
2.45		0.0100939
2.47		0.0207551
2.49		0.0314162
2.51		0.0396346
2.53		0.0410206
2.55		0.0424065
2.57		0.0487022
2.59		0.0572959
2.61		0.0658896
2.63		0.0686924
2.65		0.0714381
2.67		0.0741625
2.69		0.0767926
2.71		0.0794227
2.73		0.0803218
2.75		0.0761248
2.77		0.0719278
2.79		0.0693153
2.81		0.0733779
2.83		0.0773825
2.85		0.0813499
2.87		0.103591
2.89		0.130923
2.91		0.168093
2.93		0.148607
2.95		0.0967165
2.97		0.153998
2.99		0.222043
3.01		0.279884
3.03		0.32021
3.05		0.3196
3.07		0.336088
3.09		0.374963
3.11		0.407418
3.13		0.419474
3.15		0.419452
3.17		0.485596
3.19		0.604759
3.21		0.679541
3.23		0.712898
3.25		0.771589
3.27		0.85568
3.29		0.916373
3.31		0.954699
3.33		0.989351
3.35		0.980669
3.37		0.950176
3.39		0.931291
3.41		0.915303
3.43		0.933179
3.45		0.961019
3.47		0.933203
3.49		0.946741
3.51		0.96028
3.53		0.946487
3.55		0.925901
3.57		0.916473
3.59		0.878805
3.61		0.841136
3.63		0.783436
3.65		0.705282
3.67		0.62465
3.69		0.525921
3.71		0.367714
3.73		0.152162
3.75		0.11359
3.77		0.0776016
3.79		0.0430356
3.81		0.00846961
3.83		0
3.85		0
3.87		0
3.89		0
3.91		0
3.93		0
3.95		0
3.97		0
3.99		0
