1 1.7188
1.1 1.7206
1.2 1.7222
1.3 1.7237
1.4 1.7253
1.5 1.7268
1.6 1.7284
1.7 1.7301
1.8 1.7318
1.9 1.7335
2.0 1.7354
2.1 1.7373
2.2 1.7394
2.3 1.7415
2.4 1.7437
2.5 1.7460
2.6 1.7484
2.7 1.7509
2.8 1.7536
2.9 1.7563
3.0 1.7592
3.1 1.7622
3.2 1.7653
3.3 1.7686
